PM2.5,CO,SO2,NO2,PM10,No,year,month,day,hour,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd,station
326.0,2300.0,37.0,58.0,326.0,26700.0,2020.0,3.0,18.0,10.0,65.0,14.6,1010.0,1.5,0.0,1.5,NE,Aotizhongxin
266.0,1800.0,22.0,43.0,266.0,26700.0,2020.0,3.0,18.0,11.0,92.0,17.6,1010.0,-1.6,0.0,2.4,NNE,Aotizhongxin
148.0,1200.0,11.0,26.0,148.0,26700.0,2020.0,3.0,18.0,12.0,126.0,19.2,1010.0,-5.7,0.0,2.8,ENE,Aotizhongxin
147.0,1000.0,9.0,22.0,147.0,26700.0,2020.0,3.0,18.0,13.0,137.0,20.3,1010.0,-7.2,0.0,2.5,ENE,Aotizhongxin
92.0,800.0,6.0,16.0,93.0,26700.0,2020.0,3.0,18.0,14.0,144.0,21.0,1010.0,-8.5,0.0,3.2,ENE,Aotizhongxin
82.0,700.0,4.0,17.0,82.0,26700.0,2020.0,3.0,18.0,15.0,138.0,21.6,1010.0,-8.0,0.0,2.6,ENE,Aotizhongxin
57.0,600.0,3.0,19.0,57.0,26700.0,2020.0,3.0,18.0,16.0,130.0,21.2,1010.0,-8.4,0.0,3.5,E,Aotizhongxin
56.0,600.0,4.0,23.0,56.0,26700.0,2020.0,3.0,18.0,17.0,126.0,20.6,1010.0,-8.8,0.0,2.4,ENE,Aotizhongxin
45.0,600.0,2.0,34.0,45.0,26700.0,2020.0,3.0,18.0,18.0,99.0,19.4,1010.0,-7.9,0.0,1.2,ENE,Aotizhongxin
41.0,700.0,2.0,61.0,46.0,26700.0,2020.0,3.0,18.0,19.0,51.0,16.8,1010.0,-7.7,0.0,1.4,ENE,Aotizhongxin
27.0,600.0,3.0,48.0,38.0,26700.0,2020.0,3.0,18.0,20.0,47.0,16.2,1010.0,-8.2,0.0,1.9,NE,Aotizhongxin
17.0,500.0,2.0,41.0,20.0,26700.0,2020.0,3.0,18.0,21.0,55.0,15.6,1010.0,-8.7,0.0,2.1,ENE,Aotizhongxin
11.0,400.0,3.0,31.0,29.0,26700.0,2020.0,3.0,18.0,22.0,66.0,15.4,1010.0,-8.8,0.0,3.3,ENE,Aotizhongxin
9.0,400.0,3.0,26.0,34.0,26700.0,2020.0,3.0,18.0,23.0,69.0,14.2,1010.0,-7.3,0.0,2.5,ENE,Aotizhongxin
9.0,300.0,2.0,23.0,23.0,26700.0,2020.0,3.0,19.0,0.0,68.0,12.8,1010.0,-6.8,0.0,1.9,ENE,Aotizhongxin
20.0,700.0,9.0,34.0,64.0,26700.0,2020.0,3.0,19.0,1.0,62.0,11.5,1010.0,-2.0,0.0,1.5,ENE,Aotizhongxin
186.0,2500.0,35.0,47.0,252.0,26700.0,2020.0,3.0,19.0,2.0,73.0,9.7,1020.0,-1.1,0.0,1.2,ENE,Aotizhongxin
201.0,2800.0,43.0,53.0,226.0,26700.0,2020.0,3.0,19.0,3.0,63.0,8.3,1020.0,-1.0,0.0,0.4,ENE,Aotizhongxin
185.0,2400.0,35.0,56.0,193.0,26700.0,2020.0,3.0,19.0,4.0,51.0,9.5,1020.0,-1.9,0.0,1.8,ESE,Aotizhongxin
118.0,1800.0,33.0,40.0,179.0,26700.0,2020.0,3.0,19.0,5.0,66.0,9.6,1020.0,-3.4,0.0,1.5,SSE,Aotizhongxin
76.0,1500.0,26.0,31.0,151.0,26700.0,2020.0,3.0,19.0,6.0,60.0,8.9,1020.0,-3.3,0.0,2.0,S,Aotizhongxin
72.0,1100.0,17.0,31.0,167.0,26700.0,2020.0,3.0,19.0,7.0,52.0,8.2,1020.0,-4.0,0.0,1.2,SSE,Aotizhongxin
67.0,1000.0,14.0,36.0,164.0,26700.0,2020.0,3.0,19.0,8.0,44.0,8.9,1020.0,-3.7,0.0,1.6,S,Aotizhongxin
52.0,800.0,14.0,27.0,131.0,26700.0,2020.0,3.0,19.0,9.0,55.0,10.4,1020.0,-4.1,0.0,1.9,SSE,Aotizhongxin
48.0,800.0,13.0,26.0,127.0,26700.0,2020.0,3.0,19.0,10.0,61.0,11.4,1020.0,-3.9,0.0,1.7,WSW,Aotizhongxin
57.0,1000.0,16.0,30.0,135.0,26700.0,2020.0,3.0,19.0,11.0,61.0,12.4,1020.0,-3.9,0.0,2.0,S,Aotizhongxin
61.0,1100.0,18.0,31.0,123.0,26700.0,2020.0,3.0,19.0,12.0,63.0,12.9,1020.0,-5.2,0.0,2.5,SSW,Aotizhongxin
47.0,900.0,13.0,23.0,105.0,26800.0,2020.0,3.0,19.0,13.0,78.0,13.3,1020.0,-5.3,0.0,2.4,SSE,Aotizhongxin
42.0,700.0,10.0,20.0,108.0,26800.0,2020.0,3.0,19.0,14.0,88.0,14.5,1020.0,-4.8,0.0,2.1,SSE,Aotizhongxin
39.0,600.0,9.0,20.0,127.0,26800.0,2020.0,3.0,19.0,15.0,91.0,14.4,1020.0,-5.4,0.0,2.5,S,Aotizhongxin
43.0,600.0,9.0,24.0,125.0,26800.0,2020.0,3.0,19.0,16.0,85.0,14.2,1020.0,-5.1,0.0,2.7,SSW,Aotizhongxin
46.0,600.0,9.0,27.0,141.0,26800.0,2020.0,3.0,19.0,17.0,82.0,14.0,1020.0,-4.7,0.0,2.6,S,Aotizhongxin
49.0,600.0,7.0,30.0,145.0,26800.0,2020.0,3.0,19.0,18.0,80.0,13.6,1020.0,-4.1,0.0,0.9,SSE,Aotizhongxin
54.0,900.0,9.0,36.0,169.0,26800.0,2020.0,3.0,19.0,19.0,67.0,12.9,1020.0,-4.3,0.0,2.2,SSE,Aotizhongxin
65.0,1500.0,14.0,39.0,199.0,26800.0,2020.0,3.0,19.0,20.0,51.0,11.4,1020.0,-3.9,0.0,3.1,SSW,Aotizhongxin
65.0,1700.0,13.0,37.0,164.0,26800.0,2020.0,3.0,19.0,21.0,46.0,10.2,1020.0,-4.2,0.0,2.3,SSW,Aotizhongxin
61.0,1300.0,10.0,38.0,123.0,26800.0,2020.0,3.0,19.0,22.0,45.0,9.8,1020.0,-4.6,0.0,2.2,SW,Aotizhongxin
36.0,600.0,7.0,28.0,89.0,26800.0,2020.0,3.0,19.0,23.0,62.0,9.2,1020.0,-5.9,0.0,1.8,SW,Aotizhongxin
40.0,700.0,7.0,33.0,101.0,26800.0,2020.0,3.0,20.0,0.0,53.0,8.6,1020.0,-4.9,0.0,0.7,NW,Aotizhongxin
39.0,800.0,6.0,44.0,105.0,26800.0,2020.0,3.0,20.0,1.0,33.0,6.9,1020.0,-4.5,0.0,1.3,ESE,Aotizhongxin
43.0,700.0,5.0,56.0,153.0,26800.0,2020.0,3.0,20.0,2.0,12.0,7.1,1020.0,-3.5,0.0,1.5,SE,Aotizhongxin
50.0,700.0,5.0,55.0,169.0,26800.0,2020.0,3.0,20.0,3.0,10.0,5.5,1020.0,-3.3,0.0,1.0,E,Aotizhongxin
66.0,1500.0,6.0,56.0,161.0,26800.0,2020.0,3.0,20.0,5.0,2.0,4.0,1020.0,-3.3,0.0,0.6,ENE,Aotizhongxin
79.0,1700.0,6.0,54.0,159.0,26800.0,2020.0,3.0,20.0,6.0,3.0,3.7,1020.0,-2.7,0.0,1.4,NE,Aotizhongxin
79.0,1600.0,6.0,53.0,140.0,26800.0,2020.0,3.0,20.0,7.0,3.0,3.0,1020.0,-2.3,0.0,0.2,SW,Aotizhongxin
80.0,1700.0,11.0,55.0,149.0,26800.0,2020.0,3.0,20.0,8.0,7.0,6.5,1020.0,-2.2,0.0,1.3,ENE,Aotizhongxin
86.0,1700.0,16.0,57.0,162.0,26800.0,2020.0,3.0,20.0,9.0,14.0,9.0,1020.0,-2.0,0.0,1.4,ENE,Aotizhongxin
87.0,1600.0,18.0,55.0,142.0,26800.0,2020.0,3.0,20.0,10.0,27.0,11.5,1020.0,-3.1,0.0,0.9,SW,Aotizhongxin
93.0,1600.0,14.0,57.0,155.0,26800.0,2020.0,3.0,20.0,11.0,39.0,13.9,1020.0,-3.0,0.0,1.4,NNE,Aotizhongxin
76.0,1200.0,8.0,44.0,100.0,26800.0,2020.0,3.0,20.0,12.0,69.0,15.8,1020.0,-5.3,0.0,1.3,NE,Aotizhongxin
61.0,1000.0,6.0,35.0,67.0,26800.0,2020.0,3.0,20.0,13.0,88.0,17.0,1020.0,-8.3,0.0,1.7,NE,Aotizhongxin
46.0,700.0,3.0,25.0,46.0,26800.0,2020.0,3.0,20.0,14.0,100.0,17.7,1020.0,-8.5,0.0,1.7,ESE,Aotizhongxin
32.0,500.0,2.0,21.0,32.0,26800.0,2020.0,3.0,20.0,15.0,102.0,18.0,1020.0,-7.5,0.0,1.7,S,Aotizhongxin
35.0,600.0,2.0,26.0,42.0,26800.0,2020.0,3.0,20.0,16.0,106.0,18.4,1020.0,-7.9,0.0,2.6,SSW,Aotizhongxin
40.0,600.0,3.0,33.0,65.0,26800.0,2020.0,3.0,20.0,17.0,102.0,18.3,1020.0,-8.0,0.0,2.0,SSW,Aotizhongxin
50.0,900.0,4.0,49.0,104.0,26800.0,2020.0,3.0,20.0,18.0,82.0,17.1,1020.0,-7.4,0.0,2.5,SSW,Aotizhongxin
57.0,900.0,5.0,51.0,128.0,26800.0,2020.0,3.0,20.0,19.0,77.0,15.8,1020.0,-7.2,0.0,1.4,SSW,Aotizhongxin
70.0,1000.0,5.0,62.0,143.0,26800.0,2020.0,3.0,20.0,20.0,53.0,15.1,1020.0,-7.1,0.0,1.6,SSW,Aotizhongxin
82.0,1000.0,6.0,59.0,184.0,26800.0,2020.0,3.0,20.0,21.0,58.0,14.4,1020.0,-5.4,0.0,2.7,SW,Aotizhongxin
91.0,1000.0,12.0,52.0,185.0,26800.0,2020.0,3.0,20.0,22.0,69.0,13.7,1020.0,-5.0,0.0,2.3,SW,Aotizhongxin
102.0,1000.0,16.0,62.0,226.0,26800.0,2020.0,3.0,20.0,23.0,47.0,12.2,1020.0,-4.5,0.0,1.1,SW,Aotizhongxin
123.0,1100.0,14.0,81.0,352.0,26800.0,2020.0,3.0,21.0,0.0,13.0,10.2,1020.0,-3.9,0.0,0.6,W,Aotizhongxin
126.0,1200.0,15.0,82.0,287.0,26800.0,2020.0,3.0,21.0,1.0,7.0,8.3,1020.0,-3.6,0.0,0.3,WSW,Aotizhongxin
122.0,1200.0,15.0,81.0,254.0,26800.0,2020.0,3.0,21.0,2.0,6.0,6.5,1020.0,-3.2,0.0,0.8,E,Aotizhongxin
141.0,1300.0,11.0,77.0,372.0,26800.0,2020.0,3.0,21.0,3.0,3.0,5.3,1020.0,-3.3,0.0,0.9,E,Aotizhongxin
124.0,1800.0,12.0,81.0,237.0,26800.0,2020.0,3.0,21.0,4.0,4.0,4.7,1020.0,-2.6,0.0,0.6,NE,Aotizhongxin
133.0,1900.0,13.0,79.0,221.0,26800.0,2020.0,3.0,21.0,5.0,5.0,3.6,1020.0,-2.6,0.0,0.8,E,Aotizhongxin
146.0,1900.0,12.0,76.0,234.0,26800.0,2020.0,3.0,21.0,6.0,5.0,2.6,1020.0,-2.7,0.0,1.2,ENE,Aotizhongxin
146.0,2000.0,11.0,75.0,216.0,26800.0,2020.0,3.0,21.0,7.0,5.0,3.2,1020.0,-2.5,0.0,1.1,NE,Aotizhongxin
129.0,1800.0,14.0,67.0,194.0,26800.0,2020.0,3.0,21.0,8.0,8.0,7.6,1020.0,-2.4,0.0,0.9,ENE,Aotizhongxin
104.0,1500.0,15.0,59.0,166.0,26800.0,2020.0,3.0,21.0,9.0,19.0,10.0,1020.0,-2.7,0.0,1.0,NE,Aotizhongxin
110.0,1300.0,15.0,51.0,159.0,26800.0,2020.0,3.0,21.0,10.0,45.0,12.9,1020.0,-3.4,0.0,0.8,NNE,Aotizhongxin
117.0,1200.0,14.0,49.0,160.0,26800.0,2020.0,3.0,21.0,11.0,69.0,14.4,1020.0,-2.5,0.0,1.6,SSW,Aotizhongxin
113.0,1200.0,21.0,37.0,219.0,26800.0,2020.0,3.0,21.0,15.0,130.0,18.3,1020.0,-2.6,0.0,3.8,SW,Aotizhongxin
113.0,1100.0,28.0,36.0,216.0,26800.0,2020.0,3.0,21.0,16.0,140.0,18.6,1010.0,-2.4,0.0,4.1,SSW,Aotizhongxin
129.0,1100.0,31.0,41.0,233.0,26800.0,2020.0,3.0,21.0,17.0,144.0,18.4,1010.0,-2.0,0.0,3.3,SW,Aotizhongxin
127.0,1100.0,27.0,48.0,225.0,26800.0,2020.0,3.0,21.0,19.0,121.0,16.8,1010.0,-1.8,0.0,1.1,SSW,Aotizhongxin
135.0,1100.0,25.0,64.0,272.0,26800.0,2020.0,3.0,21.0,20.0,89.0,15.5,1010.0,-1.1,0.0,0.9,SSW,Aotizhongxin
138.0,1100.0,25.0,63.0,264.0,26800.0,2020.0,3.0,21.0,21.0,78.0,13.1,1010.0,-0.6,0.0,0.5,SSE,Aotizhongxin
148.0,1200.0,27.0,76.0,247.0,26800.0,2020.0,3.0,21.0,22.0,55.0,12.8,1010.0,0.2,0.0,0.3,E,Aotizhongxin
158.0,1300.0,29.0,85.0,267.0,26800.0,2020.0,3.0,21.0,23.0,34.0,12.4,1010.0,0.5,0.0,1.1,E,Aotizhongxin
179.0,1500.0,28.0,103.0,372.0,26800.0,2020.0,3.0,22.0,0.0,5.0,12.2,1010.0,0.9,0.0,1.0,ESE,Aotizhongxin
169.0,1500.0,26.0,96.0,288.0,26800.0,2020.0,3.0,22.0,1.0,7.0,12.1,1010.0,1.4,0.0,0.9,E,Aotizhongxin
186.0,2000.0,24.0,108.0,299.0,26800.0,2020.0,3.0,22.0,2.0,3.0,11.0,1010.0,1.0,0.0,0.8,E,Aotizhongxin
202.0,2000.0,27.0,113.0,306.0,26800.0,2020.0,3.0,22.0,3.0,4.0,10.8,1010.0,1.9,0.0,1.2,ENE,Aotizhongxin
186.0,1700.0,21.0,97.0,256.0,26800.0,2020.0,3.0,22.0,5.0,3.0,11.0,1020.0,-0.2,0.0,1.6,NE,Aotizhongxin
175.0,1700.0,20.0,94.0,246.0,26800.0,2020.0,3.0,22.0,6.0,3.0,9.5,1020.0,-0.4,0.0,0.8,ENE,Aotizhongxin
172.0,1800.0,24.0,92.0,240.0,26800.0,2020.0,3.0,22.0,7.0,4.0,10.3,1020.0,-0.5,0.0,1.4,ENE,Aotizhongxin
136.0,1800.0,33.0,82.0,206.0,26800.0,2020.0,3.0,22.0,8.0,10.0,12.1,1020.0,-1.8,0.0,1.8,E,Aotizhongxin
122.0,2700.0,57.0,71.0,289.0,26800.0,2020.0,3.0,22.0,9.0,23.0,12.9,1020.0,-2.6,0.0,1.9,ESE,Aotizhongxin
107.0,2600.0,55.0,63.0,279.0,26800.0,2020.0,3.0,22.0,10.0,32.0,13.6,1020.0,-2.4,0.0,1.4,SSE,Aotizhongxin
104.0,2400.0,49.0,58.0,264.0,26800.0,2020.0,3.0,22.0,11.0,41.0,14.0,1020.0,-2.5,0.0,1.9,SSW,Aotizhongxin
97.0,2200.0,40.0,54.0,260.0,26800.0,2020.0,3.0,22.0,12.0,49.0,14.5,1020.0,-2.5,0.0,1.4,S,Aotizhongxin
97.0,2200.0,37.0,51.0,250.0,26800.0,2020.0,3.0,22.0,13.0,55.0,14.7,1020.0,-2.3,0.0,2.2,SW,Aotizhongxin
94.0,2100.0,31.0,51.0,254.0,26800.0,2020.0,3.0,22.0,14.0,58.0,14.8,1020.0,-1.8,0.0,2.0,SW,Aotizhongxin
93.0,1900.0,27.0,50.0,266.0,26800.0,2020.0,3.0,22.0,15.0,61.0,14.6,1020.0,-1.9,0.0,2.8,SW,Aotizhongxin
87.0,1600.0,22.0,45.0,261.0,26800.0,2020.0,3.0,22.0,16.0,66.0,14.6,1020.0,-1.9,0.0,3.4,SW,Aotizhongxin
65.0,1200.0,16.0,35.0,204.0,26800.0,2020.0,3.0,22.0,17.0,72.0,14.1,1020.0,-2.4,0.0,3.5,SW,Aotizhongxin
52.0,1100.0,13.0,33.0,190.0,26800.0,2020.0,3.0,22.0,18.0,67.0,13.7,1020.0,-2.3,0.0,2.8,SW,Aotizhongxin
50.0,1000.0,11.0,38.0,212.0,26800.0,2020.0,3.0,22.0,19.0,56.0,13.2,1020.0,-2.3,0.0,4.1,SW,Aotizhongxin
51.0,1000.0,11.0,39.0,201.0,26800.0,2020.0,3.0,22.0,20.0,53.0,12.7,1020.0,-2.0,0.0,3.2,SW,Aotizhongxin
58.0,1000.0,10.0,38.0,195.0,26800.0,2020.0,3.0,22.0,21.0,55.0,12.1,1020.0,-1.8,0.0,1.6,SE,Aotizhongxin
71.0,1100.0,11.0,46.0,207.0,26800.0,2020.0,3.0,22.0,22.0,46.0,10.2,1020.0,-1.2,0.0,2.4,SE,Aotizhongxin
80.0,1300.0,12.0,68.0,239.0,26800.0,2020.0,3.0,22.0,23.0,7.0,9.2,1020.0,-1.3,0.0,1.6,E,Aotizhongxin
89.0,1400.0,13.0,65.0,223.0,26800.0,2020.0,3.0,23.0,0.0,4.0,7.8,1020.0,-0.9,0.0,1.4,E,Aotizhongxin
97.0,1900.0,14.0,62.0,184.0,26800.0,2020.0,3.0,23.0,1.0,5.0,7.3,1020.0,-0.7,0.0,2.0,ENE,Aotizhongxin
67.0,1400.0,14.0,61.0,113.0,26800.0,2020.0,3.0,23.0,2.0,9.0,5.5,1030.0,-0.8,0.0,1.1,E,Aotizhongxin
44.0,900.0,9.0,60.0,51.0,26800.0,2020.0,3.0,23.0,3.0,15.0,4.9,1030.0,-2.9,0.0,0.9,E,Aotizhongxin
25.0,600.0,4.0,46.0,27.0,26800.0,2020.0,3.0,23.0,4.0,31.0,4.9,1030.0,-6.1,0.0,1.0,ESE,Aotizhongxin
15.0,400.0,2.0,24.0,15.0,26800.0,2020.0,3.0,23.0,5.0,58.0,6.3,1030.0,-10.5,0.0,2.1,NE,Aotizhongxin
8.0,300.0,2.0,19.0,31.0,26800.0,2020.0,3.0,23.0,6.0,65.0,6.0,1030.0,-11.6,0.0,2.4,ENE,Aotizhongxin
6.0,300.0,2.0,24.0,15.0,26800.0,2020.0,3.0,23.0,7.0,60.0,6.4,1030.0,-12.2,0.0,3.2,NE,Aotizhongxin
10.0,300.0,2.0,19.0,25.0,26800.0,2020.0,3.0,23.0,8.0,67.0,8.2,1030.0,-12.9,0.0,3.1,NE,Aotizhongxin
11.0,300.0,2.0,14.0,24.0,26800.0,2020.0,3.0,23.0,9.0,75.0,9.1,1030.0,-13.4,0.0,3.7,ENE,Aotizhongxin
8.0,300.0,2.0,7.0,21.0,26800.0,2020.0,3.0,23.0,10.0,88.0,10.0,1030.0,-13.3,0.0,2.2,NNE,Aotizhongxin
6.0,300.0,2.0,6.0,33.0,26800.0,2020.0,3.0,23.0,11.0,93.0,11.1,1030.0,-13.1,0.0,1.7,NNE,Aotizhongxin
13.0,200.0,2.0,6.0,13.0,26800.0,2020.0,3.0,23.0,12.0,96.0,11.8,1030.0,-12.5,0.0,2.3,NNW,Aotizhongxin
8.0,200.0,2.0,5.0,8.0,26800.0,2020.0,3.0,23.0,13.0,100.0,12.7,1030.0,-13.3,0.0,1.9,NNE,Aotizhongxin
8.0,200.0,2.0,5.0,16.0,26800.0,2020.0,3.0,23.0,14.0,101.0,13.2,1030.0,-15.7,0.0,3.1,NE,Aotizhongxin
7.0,200.0,2.0,7.0,14.0,26800.0,2020.0,3.0,23.0,15.0,102.0,13.3,1030.0,-15.6,0.0,3.1,ENE,Aotizhongxin
6.0,200.0,2.0,7.0,18.0,26800.0,2020.0,3.0,23.0,16.0,104.0,13.9,1030.0,-15.1,0.0,3.2,ENE,Aotizhongxin
8.0,300.0,2.0,8.0,20.0,26800.0,2020.0,3.0,23.0,17.0,101.0,13.6,1030.0,-16.4,0.0,2.4,NE,Aotizhongxin
5.0,300.0,2.0,28.0,28.0,26900.0,2020.0,3.0,23.0,19.0,73.0,10.8,1030.0,-16.6,0.0,2.3,ENE,Aotizhongxin
9.0,400.0,2.0,40.0,44.0,26900.0,2020.0,3.0,23.0,20.0,53.0,9.6,1030.0,-16.7,0.0,1.6,E,Aotizhongxin
11.0,400.0,2.0,26.0,34.0,26900.0,2020.0,3.0,23.0,21.0,71.0,7.6,1030.0,-14.0,0.0,1.2,ENE,Aotizhongxin
9.0,400.0,2.0,26.0,30.0,26900.0,2020.0,3.0,23.0,22.0,67.0,8.1,1030.0,-14.9,0.0,2.3,ENE,Aotizhongxin
17.0,300.0,2.0,30.0,34.0,26900.0,2020.0,3.0,23.0,23.0,59.0,8.3,1030.0,-14.7,0.0,3.0,ENE,Aotizhongxin
25.0,400.0,2.0,33.0,45.0,26900.0,2020.0,3.0,24.0,0.0,54.0,7.7,1030.0,-14.5,0.0,2.2,NE,Aotizhongxin
16.0,500.0,2.0,39.0,36.0,26900.0,2020.0,3.0,24.0,1.0,45.0,6.1,1030.0,-14.1,0.0,1.0,E,Aotizhongxin
13.0,400.0,3.0,43.0,27.0,26900.0,2020.0,3.0,24.0,2.0,39.0,5.5,1030.0,-13.5,0.0,1.3,NE,Aotizhongxin
9.0,300.0,3.0,31.0,24.0,26900.0,2020.0,3.0,24.0,3.0,53.0,5.7,1030.0,-13.9,0.0,0.5,NNE,Aotizhongxin
9.0,300.0,3.0,52.0,23.0,26900.0,2020.0,3.0,24.0,5.0,27.0,2.0,1030.0,-11.2,0.0,1.3,SE,Aotizhongxin
10.0,400.0,4.0,69.0,21.0,26900.0,2020.0,3.0,24.0,6.0,6.0,0.8,1030.0,-11.6,0.0,0.0,NE,Aotizhongxin
10.0,400.0,4.0,60.0,16.0,26900.0,2020.0,3.0,24.0,7.0,19.0,2.1,1030.0,-10.1,0.0,0.8,ESE,Aotizhongxin
6.0,400.0,4.0,44.0,21.0,26900.0,2020.0,3.0,24.0,8.0,38.0,7.7,1030.0,-13.3,0.0,1.6,NNW,Aotizhongxin
15.0,400.0,4.0,29.0,29.0,26900.0,2020.0,3.0,24.0,9.0,57.0,9.5,1030.0,-14.4,0.0,2.1,NNE,Aotizhongxin
7.0,300.0,4.0,14.0,13.0,26900.0,2020.0,3.0,24.0,10.0,81.0,9.8,1030.0,-14.2,0.0,2.5,NNW,Aotizhongxin
14.0,300.0,2.0,6.0,14.0,26900.0,2020.0,3.0,24.0,13.0,97.0,12.0,1030.0,-15.6,0.0,1.7,NW,Aotizhongxin
10.0,300.0,2.0,7.0,19.0,26900.0,2020.0,3.0,24.0,14.0,99.0,13.1,1030.0,-14.8,0.0,2.6,NE,Aotizhongxin
17.0,300.0,2.0,8.0,17.0,26900.0,2020.0,3.0,24.0,15.0,101.0,13.7,1020.0,-15.3,0.0,2.2,NW,Aotizhongxin
12.0,300.0,2.0,8.0,16.0,26900.0,2020.0,3.0,24.0,16.0,102.0,13.8,1020.0,-15.2,0.0,2.3,NE,Aotizhongxin
11.0,300.0,2.0,10.0,21.0,26900.0,2020.0,3.0,24.0,17.0,101.0,13.6,1020.0,-15.3,0.0,1.5,SSW,Aotizhongxin
15.0,400.0,2.0,14.0,25.0,26900.0,2020.0,3.0,24.0,18.0,98.0,12.4,1020.0,-14.4,0.0,2.2,E,Aotizhongxin
15.0,400.0,2.0,31.0,31.0,26900.0,2020.0,3.0,24.0,19.0,76.0,9.9,1020.0,-12.7,0.0,1.3,ESE,Aotizhongxin
21.0,700.0,2.0,69.0,52.0,26900.0,2020.0,3.0,24.0,20.0,30.0,9.6,1030.0,-13.6,0.0,1.1,S,Aotizhongxin
18.0,700.0,2.0,63.0,69.0,26900.0,2020.0,3.0,24.0,21.0,35.0,10.7,1030.0,-14.2,0.0,1.8,SSW,Aotizhongxin
36.0,700.0,2.0,71.0,89.0,26900.0,2020.0,3.0,24.0,22.0,20.0,9.8,1030.0,-12.8,0.0,2.1,W,Aotizhongxin
16.0,500.0,2.0,42.0,32.0,26900.0,2020.0,3.0,24.0,23.0,46.0,9.9,1030.0,-13.4,0.0,2.3,N,Aotizhongxin
10.0,400.0,2.0,31.0,24.0,26900.0,2020.0,3.0,25.0,0.0,57.0,8.2,1030.0,-12.9,0.0,1.6,NE,Aotizhongxin
3.0,400.0,2.0,37.0,21.0,26900.0,2020.0,3.0,25.0,1.0,48.0,7.4,1030.0,-12.4,0.0,1.2,NE,Aotizhongxin
13.0,400.0,2.0,39.0,16.0,26900.0,2020.0,3.0,25.0,2.0,46.0,6.6,1030.0,-11.6,0.0,1.6,NE,Aotizhongxin
8.0,400.0,2.0,37.0,15.0,26900.0,2020.0,3.0,25.0,3.0,48.0,5.0,1030.0,-10.8,0.0,0.7,NNE,Aotizhongxin
13.0,400.0,2.0,60.0,29.0,26900.0,2020.0,3.0,25.0,4.0,20.0,2.6,1030.0,-10.0,0.0,0.5,E,Aotizhongxin
16.0,400.0,2.0,58.0,42.0,26900.0,2020.0,3.0,25.0,5.0,18.0,1.3,1030.0,-8.8,0.0,0.8,ENE,Aotizhongxin
12.0,400.0,2.0,58.0,23.0,26900.0,2020.0,3.0,25.0,6.0,16.0,0.5,1030.0,-7.5,0.0,0.2,NE,Aotizhongxin
17.0,600.0,2.0,62.0,34.0,26900.0,2020.0,3.0,25.0,7.0,12.0,1.9,1030.0,-5.5,0.0,0.9,E,Aotizhongxin
15.0,500.0,2.0,43.0,26.0,26900.0,2020.0,3.0,25.0,8.0,37.0,6.9,1030.0,-10.4,0.0,1.8,NNE,Aotizhongxin
14.0,500.0,2.0,37.0,39.0,26900.0,2020.0,3.0,25.0,9.0,46.0,8.4,1030.0,-11.0,0.0,2.2,NNE,Aotizhongxin
13.0,400.0,2.0,20.0,30.0,26900.0,2020.0,3.0,25.0,10.0,72.0,10.4,1030.0,-11.0,0.0,2.1,N,Aotizhongxin
13.0,400.0,3.0,13.0,27.0,26900.0,2020.0,3.0,25.0,11.0,86.0,11.7,1030.0,-11.2,0.0,2.1,E,Aotizhongxin
18.0,400.0,2.0,9.0,18.0,26900.0,2020.0,3.0,25.0,12.0,99.0,12.3,1030.0,-12.1,0.0,1.9,N,Aotizhongxin
19.0,300.0,2.0,7.0,19.0,26900.0,2020.0,3.0,25.0,13.0,104.0,12.7,1020.0,-12.5,0.0,2.3,N,Aotizhongxin
19.0,300.0,2.0,7.0,19.0,26900.0,2020.0,3.0,25.0,14.0,108.0,12.9,1020.0,-12.4,0.0,2.5,E,Aotizhongxin
9.0,300.0,2.0,7.0,17.0,26900.0,2020.0,3.0,25.0,15.0,110.0,13.8,1020.0,-12.4,0.0,2.5,WNW,Aotizhongxin
15.0,300.0,2.0,8.0,19.0,26900.0,2020.0,3.0,25.0,16.0,110.0,14.1,1020.0,-12.2,0.0,1.3,S,Aotizhongxin
16.0,300.0,2.0,8.0,16.0,26900.0,2020.0,3.0,25.0,17.0,108.0,14.2,1020.0,-13.0,0.0,1.6,E,Aotizhongxin
15.0,400.0,2.0,17.0,21.0,26900.0,2020.0,3.0,25.0,18.0,98.0,13.3,1020.0,-12.8,0.0,1.8,ESE,Aotizhongxin
13.0,500.0,2.0,31.0,31.0,26900.0,2020.0,3.0,25.0,19.0,78.0,10.7,1020.0,-12.0,0.0,0.7,SE,Aotizhongxin
23.0,600.0,2.0,54.0,64.0,26900.0,2020.0,3.0,25.0,20.0,46.0,11.8,1020.0,-12.5,0.0,2.4,SW,Aotizhongxin
28.0,600.0,2.0,41.0,68.0,26900.0,2020.0,3.0,25.0,21.0,67.0,10.1,1020.0,-11.9,0.0,1.1,SSW,Aotizhongxin
30.0,600.0,2.0,53.0,73.0,26900.0,2020.0,3.0,25.0,22.0,50.0,11.0,1020.0,-12.5,0.0,2.6,WSW,Aotizhongxin
39.0,800.0,2.0,79.0,73.0,26900.0,2020.0,3.0,25.0,23.0,14.0,9.6,1020.0,-11.1,0.0,1.6,W,Aotizhongxin
